ANCLA,RSSI,Departamento,Habitacion,Piso
2,175,An,1,1
1,180,An,1,1
5,180,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
5,182,An,1,1
4,170,An,1,1
3,165,An,1,1
2,174,An,1,1
1,179,An,1,1
5,181,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,178,An,1,1
5,181,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,182,An,1,1
4,169,An,1,1
3,165,An,1,1
2,175,An,1,1
1,179,An,1,1
5,182,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,183,An,1,1
4,168,An,1,1
3,164,An,1,1
2,176,An,1,1
1,179,An,1,1
5,179,An,1,1
4,169,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,177,An,1,1
4,169,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
5,180,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,179,An,1,1
5,180,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
5,181,An,1,1
4,168,An,1,1
3,168,An,1,1
1,179,An,1,1
5,179,An,1,1
4,169,An,1,1
3,164,An,1,1
2,175,An,1,1
1,178,An,1,1
5,182,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,179,An,1,1
5,181,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,181,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
5,182,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,181,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
5,183,An,1,1
4,170,An,1,1
3,165,An,1,1
2,175,An,1,1
1,179,An,1,1
5,181,An,1,1
4,170,An,1,1
3,164,An,1,1
2,176,An,1,1
1,179,An,1,1
5,182,An,1,1
4,170,An,1,1
3,165,An,1,1
2,176,An,1,1
1,179,An,1,1
5,177,An,1,1
4,169,An,1,1
3,164,An,1,1
2,174,An,1,1
1,179,An,1,1
5,177,An,1,1
4,169,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,173,An,1,1
4,168,An,1,1
3,165,An,1,1
2,175,An,1,1
1,179,An,1,1
5,173,An,1,1
4,168,An,1,1
3,163,An,1,1
2,175,An,1,1
1,179,An,1,1
4,169,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
5,188,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,179,An,1,1
1,180,An,1,1
4,169,An,1,1
3,164,An,1,1
2,176,An,1,1
1,179,An,1,1
5,173,An,1,1
4,169,An,1,1
4,168,An,1,1
4,168,An,1,1
3,165,An,1,1
2,175,An,1,1
1,180,An,1,1
1,180,An,1,1
5,179,An,1,1
4,168,An,1,1
3,164,An,1,1
1,179,An,1,1
1,179,An,1,1
5,172,An,1,1
4,168,An,1,1
3,164,An,1,1
1,179,An,1,1
1,179,An,1,1
5,174,An,1,1
4,168,An,1,1
3,164,An,1,1
2,175,An,1,1
1,180,An,1,1
5,176,An,1,1
4,170,An,1,1
3,164,An,1,1
2,175,An,1,1
1,180,An,1,1
5,178,An,1,1
4,169,An,1,1
3,165,An,1,1
2,174,An,1,1
1,179,An,1,1
5,185,An,1,1
4,170,An,1,1
3,165,An,1,1
2,173,An,1,1
1,179,An,1,1
5,180,An,1,1
4,167,An,1,1
3,165,An,1,1
2,174,An,1,1
1,180,An,1,1
5,185,An,1,1
4,170,An,1,1
3,165,An,1,1
2,174,An,1,1
1,179,An,1,1
5,185,An,1,1
4,170,An,1,1
3,165,An,1,1
2,174,An,1,1
5,182,An,2,1
4,171,An,2,1
3,164,An,2,1
2,174,An,2,1
1,180,An,2,1
5,179,An,2,1
4,170,An,2,1
2,173,An,2,1
1,179,An,2,1
5,180,An,2,1
4,170,An,2,1
3,165,An,2,1
2,174,An,2,1
1,178,An,2,1
5,184,An,2,1
4,170,An,2,1
3,164,An,2,1
2,174,An,2,1
1,179,An,2,1
5,182,An,2,1
4,171,An,2,1
3,165,An,2,1
2,174,An,2,1
1,179,An,2,1
5,181,An,2,1
4,170,An,2,1
3,166,An,2,1
2,173,An,2,1
1,179,An,2,1
5,181,An,2,1
4,170,An,2,1
3,164,An,2,1
2,173,An,2,1
1,183,An,2,1
1,183,An,2,1
4,164,An,2,1
4,166,An,2,1
1,177,An,2,1
5,179,An,2,1
1,179,An,2,1
4,165,An,2,1
4,164,An,2,1
4,164,An,2,1
4,164,An,2,1
4,163,An,2,1
4,163,An,2,1
4,164,An,2,1
4,163,An,2,1
4,163,An,2,1
4,164,An,2,1
4,163,An,2,1
4,165,An,2,1
4,163,An,2,1
4,163,An,2,1
4,163,An,2,1
5,184,An,2,1
4,164,An,2,1
4,164,An,2,1
5,185,An,2,1
4,164,An,2,1
4,164,An,2,1
4,164,An,2,1
5,184,An,2,1
5,184,An,2,1
5,183,An,2,1
4,163,An,2,1
4,163,An,2,1
5,184,An,2,1
4,163,An,2,1
5,184,An,2,1
4,163,An,2,1
5,184,An,2,1
4,164,An,2,1
5,186,An,2,1
5,183,An,2,1
5,183,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,183,An,2,1
5,181,An,2,1
4,164,An,2,1
5,183,An,2,1
5,183,An,2,1
5,184,An,2,1
5,183,An,2,1
5,179,An,2,1
4,164,An,2,1
5,178,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,185,An,2,1
4,163,An,2,1
3,164,An,2,1
2,168,An,2,1
1,185,An,2,1
5,185,An,2,1
4,163,An,2,1
4,163,An,2,1
4,164,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,182,An,2,1
4,163,An,2,1
2,168,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,166,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,167,An,2,1
1,185,An,2,1
4,163,An,2,1
2,166,An,2,1
1,185,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
5,183,An,2,1
4,163,An,2,1
2,168,An,2,1
5,183,An,2,1
4,164,An,2,1
3,163,An,2,1
1,185,An,2,1
4,164,An,2,1
3,163,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,167,An,2,1
1,185,An,2,1
5,185,An,2,1
4,163,An,2,1
3,163,An,2,1
2,168,An,2,1
1,185,An,2,1
5,183,An,2,1
4,164,An,2,1
3,163,An,2,1
2,164,An,2,1
1,186,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,165,An,2,1
5,184,An,2,1
3,164,An,2,1
2,166,An,2,1
2,165,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
3,163,An,2,1
3,163,An,2,1
2,163,An,2,1
1,185,An,2,1
1,185,An,2,1
5,183,An,2,1
4,164,An,2,1
3,164,An,2,1
2,166,An,2,1
1,186,An,2,1
5,184,An,2,1
3,164,An,2,1
2,167,An,2,1
1,186,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
1,186,An,2,1
5,183,An,2,1
4,163,An,2,1
3,163,An,2,1
2,167,An,2,1
1,186,An,2,1
5,184,An,2,1
4,163,An,2,1
3,164,An,2,1
2,166,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
2,167,An,2,1
1,186,An,2,1
5,183,An,2,1
4,163,An,2,1
4,163,An,2,1
2,167,An,2,1
5,184,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
4,163,An,2,1
3,163,An,2,1
2,165,An,2,1
5,184,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
5,185,An,2,1
4,163,An,2,1
3,163,An,2,1
2,166,An,2,1
5,184,An,2,1
4,163,An,2,1
3,164,An,2,1
2,165,An,2,1
3,163,An,2,1
2,166,An,2,1
5,185,An,2,1
4,163,An,2,1
3,163,An,2,1
2,165,An,2,1
5,184,An,2,1
4,163,An,2,1
4,163,An,2,1
5,183,An,2,1
5,183,An,2,1
5,187,An,2,1
3,163,An,2,1
2,165,An,2,1
5,185,An,2,1
5,183,An,2,1
5,183,An,2,1
5,183,An,2,1
5,185,An,2,1
5,183,An,2,1
5,184,An,2,1
5,183,An,2,1
5,184,An,2,1
5,184,An,2,1
5,184,An,2,1
3,163,An,2,1
2,165,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
5,183,An,2,1
5,184,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
5,180,An,2,1
4,163,An,2,1
4,163,An,2,1
4,163,An,2,1
4,163,An,2,1
5,182,An,2,1
4,163,An,2,1
4,163,An,2,1
5,180,An,2,1
4,163,An,2,1
3,163,An,2,1
2,166,An,2,1
5,186,An,2,1
3,164,An,2,1
2,165,An,2,1
3,163,An,2,1
2,166,An,2,1
1,186,An,2,1
5,184,An,2,1
2,165,An,2,1
5,184,An,2,1
4,164,An,2,1
3,163,An,2,1
2,165,An,2,1
1,185,An,2,1
5,185,An,2,1
4,163,An,2,1
3,164,An,2,1
2,165,An,2,1
1,185,An,2,1
5,184,An,2,1
5,183,An,2,1
5,184,An,2,1
4,163,An,2,1
3,163,An,2,1
3,163,An,2,1
2,165,An,2,1
1,185,An,2,1
5,184,An,2,1
4,163,An,2,1
4,164,An,2,1
2,164,An,2,1
1,186,An,2,1
4,166,An,2,1
5,186,An,2,1
4,163,An,2,1
3,163,An,2,1
2,164,An,2,1
5,181,An,2,1
5,185,An,2,1
5,186,An,2,1
5,186,An,2,1
4,163,An,2,1
4,163,An,2,1
3,163,An,2,1
2,169,An,2,1
1,185,An,2,1
5,185,An,2,1
4,163,An,2,1
4,163,An,3,1
3,163,An,3,1
2,166,An,3,1
5,186,An,3,1
5,186,An,3,1
4,163,An,3,1
3,163,An,3,1
2,167,An,3,1
1,186,An,3,1
4,163,An,3,1
4,163,An,3,1
1,186,An,3,1
5,186,An,3,1
4,163,An,3,1
4,163,An,3,1
3,163,An,3,1
2,168,An,3,1
1,186,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
5,184,An,3,1
4,164,An,3,1
4,163,An,3,1
5,184,An,3,1
4,163,An,3,1
4,164,An,3,1
5,185,An,3,1
4,163,An,3,1
5,187,An,3,1
5,186,An,3,1
5,187,An,3,1
5,186,An,3,1
5,186,An,3,1
5,185,An,3,1
5,185,An,3,1
5,186,An,3,1
5,187,An,3,1
5,187,An,3,1
4,163,An,3,1
4,163,An,3,1
3,163,An,3,1
2,165,An,3,1
1,186,An,3,1
5,185,An,3,1
4,163,An,3,1
3,164,An,3,1
2,165,An,3,1
1,186,An,3,1
5,185,An,3,1
4,163,An,3,1
5,178,An,3,1
5,172,An,3,1
4,164,An,3,1
3,164,An,3,1
2,164,An,3,1
1,186,An,3,1
5,183,An,3,1
4,164,An,3,1
3,163,An,3,1
2,164,An,3,1
1,186,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,163,An,3,1
4,164,An,3,1
4,163,An,3,1
4,163,An,3,1
3,163,An,3,1
2,163,An,3,1
1,185,An,3,1
5,185,An,3,1
3,163,An,3,1
2,169,An,3,1
1,185,An,3,1
4,163,An,3,1
4,164,An,3,1
3,163,An,3,1
2,164,An,3,1
1,186,An,3,1
4,164,An,3,1
4,163,An,3,1
4,164,An,3,1
4,163,An,3,1
4,169,An,3,1
3,164,An,3,1
1,189,An,3,1
4,170,An,3,1
1,190,An,3,1
4,170,An,3,1
3,163,An,3,1
2,170,An,3,1
4,170,An,3,1
3,163,An,3,1
1,190,An,3,1
1,190,An,3,1
1,190,An,3,1
1,190,An,3,1
1,190,An,3,1
5,169,An,3,1
4,170,An,3,1
3,163,An,3,1
1,189,An,3,1
1,189,An,3,1
1,190,An,3,1
1,190,An,3,1
5,173,An,3,1
4,170,An,3,1
3,164,An,3,1
1,190,An,3,1
1,190,An,3,1
1,190,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
1,190,An,3,1
1,190,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
1,190,An,3,1
4,170,An,3,1
3,164,An,3,1
1,189,An,3,1
5,170,An,3,1
4,170,An,3,1
3,164,An,3,1
1,190,An,3,1
5,172,An,3,1
4,170,An,3,1
3,164,An,3,1
2,172,An,3,1
1,190,An,3,1
1,190,An,3,1
1,190,An,3,1
1,189,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
1,189,An,3,1
1,190,An,3,1
1,190,An,3,1
5,172,An,3,1
4,170,An,3,1
3,163,An,3,1
1,190,An,3,1
1,189,An,3,1
1,190,An,3,1
1,189,An,3,1
1,190,An,3,1
1,189,An,3,1
1,189,An,3,1
1,189,An,3,1
5,170,An,3,1
4,170,An,3,1
3,163,An,3,1
1,190,An,3,1
1,190,An,3,1
5,171,An,3,1
4,170,An,3,1
3,165,An,3,1
1,190,An,3,1
1,189,An,3,1
5,172,An,3,1
4,170,An,3,1
3,164,An,3,1
1,189,An,3,1
1,189,An,3,1
1,189,An,3,1
1,189,An,3,1
1,189,An,3,1
5,172,An,3,1
1,189,An,3,1
1,190,An,3,1
1,189,An,3,1
1,189,An,3,1
1,189,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,164,An,3,1
1,190,An,3,1
1,190,An,3,1
5,170,An,3,1
4,170,An,3,1
3,165,An,3,1
1,190,An,3,1
1,190,An,3,1
5,172,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
1,189,An,3,1
5,177,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,173,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,172,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,173,An,3,1
4,170,An,3,1
3,164,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,174,An,3,1
1,190,An,3,1
5,176,An,3,1
4,170,An,3,1
3,165,An,3,1
1,190,An,3,1
5,173,An,3,1
4,170,An,3,1
4,170,An,3,1
3,164,An,3,1
1,189,An,3,1
4,170,An,3,1
4,170,An,3,1
2,173,An,3,1
5,173,An,3,1
4,170,An,3,1
3,165,An,3,1
2,173,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,175,An,3,1
4,170,An,3,1
3,163,An,3,1
2,172,An,3,1
1,190,An,3,1
4,170,An,3,1
3,164,An,3,1
2,172,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
3,164,An,3,1
2,172,An,3,1
1,189,An,3,1
5,175,An,3,1
4,170,An,3,1
3,164,An,3,1
2,173,An,3,1
1,189,An,3,1
5,176,An,3,1
4,170,An,3,1
3,164,An,3,1
2,172,An,3,1
1,189,An,3,1
5,175,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,177,An,3,1
4,170,An,3,1
3,164,An,3,1
2,173,An,3,1
1,190,An,3,1
5,176,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,175,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,174,An,3,1
1,189,An,3,1
4,171,An,3,1
3,164,An,3,1
2,174,An,3,1
1,189,An,3,1
5,175,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,176,An,3,1
4,170,An,3,1
3,164,An,3,1
2,174,An,3,1
1,189,An,3,1
5,176,An,3,1
4,169,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
4,170,An,3,1
3,164,An,3,1
2,174,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,164,An,3,1
2,173,An,3,1
1,190,An,3,1
4,170,An,3,1
3,163,An,3,1
2,171,An,3,1
1,190,An,3,1
5,176,An,3,1
4,170,An,3,1
3,164,An,3,1
2,172,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
3,164,An,3,1
2,173,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
2,174,An,3,1
1,190,An,3,1
4,170,An,3,1
3,164,An,3,1
2,173,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,164,An,3,1
2,174,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,172,An,3,1
1,190,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,172,An,3,1
1,190,An,3,1
5,175,An,3,1
4,170,An,3,1
3,165,An,3,1
1,189,An,3,1
5,171,An,3,1
4,169,An,3,1
3,163,An,3,1
1,190,An,3,1
5,173,An,3,1
4,170,An,3,1
3,163,An,3,1
2,174,An,3,1
1,189,An,3,1
5,171,An,3,1
4,169,An,3,1
1,189,An,3,1
1,190,An,3,1
1,190,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
4,170,An,3,1
4,170,An,3,1
4,170,An,3,1
3,165,An,3,1
1,190,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
2,168,An,3,1
1,190,An,3,1
5,175,An,3,1
4,171,An,3,1
1,190,An,3,1
5,170,An,3,1
4,170,An,3,1
3,165,An,3,1
5,174,An,3,1
4,169,An,3,1
3,163,An,3,1
2,171,An,3,1
1,190,An,3,1
3,163,An,3,1
2,172,An,3,1
1,189,An,3,1
5,175,An,3,1
4,169,An,3,1
4,169,An,3,1
3,163,An,3,1
2,172,An,3,1
1,190,An,3,1
4,170,An,3,1
2,173,An,3,1
1,190,An,3,1
5,174,An,3,1
4,169,An,3,1
3,164,An,3,1
2,172,An,3,1
1,190,An,3,1
5,176,An,3,1
4,169,An,3,1
3,164,An,3,1
2,172,An,3,1
1,189,An,3,1
5,175,An,3,1
3,163,An,3,1
2,171,An,3,1
1,190,An,3,1
5,175,An,3,1
3,163,An,3,1
1,189,An,3,1
5,174,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
1,189,An,3,1
4,170,An,3,1
3,163,An,3,1
1,189,An,3,1
5,171,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,170,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,189,An,3,1
5,173,An,3,1
4,170,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,172,An,3,1
4,169,An,3,1
4,170,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
4,170,An,3,1
4,170,An,3,1
3,163,An,3,1
2,174,An,3,1
1,190,An,3,1
4,170,An,3,1
4,170,An,3,1
4,169,An,3,1
3,163,An,3,1
2,173,An,3,1
1,190,An,3,1
5,173,An,3,1
4,169,An,3,1
3,163,An,3,1
2,174,An,3,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,168,Bn,1,1
2,164,Bn,1,1
5,201,Bn,1,1
3,168,Bn,1,1
2,165,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,199,Bn,1,1
4,186,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,199,Bn,1,1
4,186,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,198,Bn,1,1
3,169,Bn,1,1
3,168,Bn,1,1
2,163,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
4,186,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,168,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,170,Bn,1,1
2,163,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,186,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,170,Bn,1,1
3,170,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,168,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,201,Bn,1,1
4,187,Bn,1,1
3,170,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,201,Bn,1,1
4,187,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
3,170,Bn,1,1
2,163,Bn,1,1
1,164,Bn,1,1
5,199,Bn,1,1
4,185,Bn,1,1
3,168,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,168,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,169,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
3,170,Bn,1,1
3,170,Bn,1,1
3,170,Bn,1,1
3,170,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,170,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
3,171,Bn,1,1
3,171,Bn,1,1
1,164,Bn,1,1
5,201,Bn,1,1
3,171,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,171,Bn,1,1
3,171,Bn,1,1
2,164,Bn,1,1
1,165,Bn,1,1
5,200,Bn,1,1
4,187,Bn,1,1
3,171,Bn,1,1
2,164,Bn,1,1
1,164,Bn,1,1
5,200,Bn,1,1
3,168,Bn,2,1
3,168,Bn,2,1
3,165,Bn,2,1
3,169,Bn,2,1
3,165,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,172,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
5,193,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,172,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,172,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
5,194,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
5,194,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
3,172,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
5,193,Bn,2,1
5,193,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,172,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,171,Bn,2,1
3,171,Bn,2,1
3,170,Bn,2,1
3,169,Bn,2,1
3,169,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
3,170,Bn,2,1
5,203,Bn,2,1
3,169,Bn,2,1
5,203,Bn,2,1
3,170,Bn,2,1
5,204,Bn,2,1
3,167,Bn,2,1
5,191,Bn,2,1
1,166,Bn,2,1
4,182,Bn,3,1
3,170,Bn,3,1
1,165,Bn,3,1
4,183,Bn,3,1
2,165,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
3,170,Bn,3,1
1,165,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
