ANCLA,RSSI,Departamento,Habitacion,Piso
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
4,183,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,167,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,171,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,165,Bn,3,1
1,165,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
3,170,Bn,3,1
2,164,Bn,3,1
1,166,Bn,3,1
5,197,Bn,3,1
4,182,Bn,3,1
